reply_id,reply_text,tweet_id,tweet_text,toxicspeech,counterspeech,support,esplicito,irony,ostile,alternativa,cs_type
'1329515892426858496','@catlatorre La sospensione va bene però deve scusarsi con le studentesse','1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329515928363655168',"'@TizianaFerrario Non si chiama collaborare, si chiama mercanteggiare. Su aziende private che non sono un asset strategico nazionale. Chiamiamo le cose col loro nome, fatto ciò riformuliamo ogni considerazione.'",'1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329517026398916612',"'@catlatorre Direi che questo professore oltre ad aver detto una fesseria abbia dimostrato di non essere adeguato al suo ruolo.
E anche come giudice penso farebbe parecchio pena.'",'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329518570787762176','@TizianaFerrario BRAVA','1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329518616002375680',"'@Giulia_B AHAHAHA questa serie tv è la mia preferita XD
Siamo troppo fortunati che sono così idioti'",'1329495801672978432',"'Friendly reminder: non usate gli spray per il ritocco della ricrescita se avete in programma attività faticose, come convincere un giudice che i voti di un’intera contea del Michigan vanno buttati. https://t.co/RySMtGtgga'",-1,-1,-1,ND,ND,ND,ND,ND
'1329520064744345605',"'@TizianaFerrario Penso tutto il male possibile di Berlusconi, ma se in un momento come questo sta pensando di dare una mano non posso che essere d'accordo.'",'1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329522969404649473','@TizianaFerrario Non pensa alle sue aziende... Vuole diventare presidente della repubblica!!! Uno che l'ha resa ridicola (la repubblica italiana) ai massimi livelli','1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329523823239188483','@Giulia_B 😂 è sempre più un villain da film di batman: il pinguino 🐧 😂','1329495801672978432',"'Friendly reminder: non usate gli spray per il ritocco della ricrescita se avete in programma attività faticose, come convincere un giudice che i voti di un’intera contea del Michigan vanno buttati. https://t.co/RySMtGtgga'",-1,-1,-1,ND,ND,ND,ND,ND
'1329524156065587216','@catlatorre E gli uomini non possono perché hanno in testa solo una cosa. Ok?? man’vedi oh','1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,1,-1,-1,1,1,-1,mxx
'1329524603107090438',"'@catlatorre @sindaco_roma Io da maschio non troppo emotivo, lo avrei emotivamente licenziato su due piedi'",'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329525158177071104','@Giulia_B È la basetta sbavata di Rudy Giuliani? Di profilo non ne ho certezza 🤔 In ogni caso Uniposca nero e sei perfetto anche sotto i fari delle grandi occasioni','1329495801672978432',"'Friendly reminder: non usate gli spray per il ritocco della ricrescita se avete in programma attività faticose, come convincere un giudice che i voti di un’intera contea del Michigan vanno buttati. https://t.co/RySMtGtgga'",-1,-1,-1,ND,ND,ND,ND,ND
'1329528007476830220',"'@catlatorre @GiusPecoraro A me verrebbe voglia di menare le mani... 
tanto sono una donna con una emotività alta. 
Che soddisfazione...😎😎😎'",'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329529696468471810','@catlatorre Si vede che non ha mai giocato a poker contro una donna...','1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329530569559060484','@Iperbole_ Austria o Australia è la stessa cosa dopo tutto 😂😂','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329530790946988034','@Iperbole_ Austria... Australia... che differenza c’è???','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329532259410583555','@TizianaFerrario Come se poi Salvini no. Pensasse ai cxxx suoi!','1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329532382664400896','@Iperbole_ @elettraglide Sinnistri perffetttini: sotttigliezze da nniente...','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329533032441794560',"'@airplaneoversea onestamente era il più debole lì dentro a mio parere, anche se una delle ragioni per cui molti non lo hanno (mai) votato è ovvia'",'1329532036193902595','Amore mio Blue Phelix siete delle merde DELLE MERDE',-1,-1,-1,ND,ND,ND,ND,ND
'1329533236972834816','@MadameA02 Dopo la terza devi vedere il film l’immortale e poi la quarta.','1329484594949787650',"'Ieri sera ho visto la prima stagione di Gomorra e 5 minuti fa ho risposto alla cassiera che gentilmente mi aveva chiesto la tessera cosi:

Sul po tiemp ca m stai facenn perdr ij tavess sparà mocc...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329533980971061249',"'@catlatorre Quel professore, non ha mai visto come divento io (maschietto sin dalla nascita) quando sono inc....to, o mi commuovo, quando sono felice o quando sono triste, altro che emotività. E poi, perché un po di emotività, magari un pizzico di empatia renderebbero un giudice inaffidabile'",'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,1,-1,-1,-1,0,-1,mxm
'1329534941055619079',"'@Iperbole_ @POLINICC E meno male che l ignorante in geografia era Di Maio...
😂😂😂😂😂🤡🤡'",'1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329534966108205064',"'@DebAttanasio Io veramente.. sarà che ho letto M di Antonio Scurati e i fatti riportati parlano d'altro.
Per carità, viva sempre la libera editoria ed il libero pensiero però...'",'1329371233939582980',"'Bruno Vespa dice che fino al '33 Mussolini ha fatto cose buone compreso l'Albo dei Giornalisti, al tempo professione rispettata. Ha dimenticato di citare i giornalisti Piero Gobetti e Giovanni Amendola, morti per le conseguenze delle botte prese dai suoi squadristi. #19novembre'",-1,-1,-1,ND,ND,ND,ND,ND
'1329535147058847747',"'@Iperbole_ TNR, NRT: che differenza volete che faccia? (Uno è Antananarivo in Madagascar, l’altro Tokyo...).'",'1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329535168412069891','@Iperbole_ 🤦🏻‍♂️','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329535663889408000','@Iperbole_ Da fasci a fascine è un attimo','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329536196519866370',"'@TizianaFerrario Perché, quando c’era la dx al governo la sx non cercava forse lo scontro continuo con SB? Puttaniere, mafioso, evasore, caimano, male assoluto.... tutto dimenticato adesso che serve una stampella? Veramente credete che gli italiani non capiscano?'",'1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329537222379495425','@Iperbole_ Che pena!','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329539354604281856','@Iperbole_ @GiorgiaMeloni una povera ignorante','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329540763202572289','@MadameA02 🤦🏻‍♀️maronna mia!','1329484594949787650',"'Ieri sera ho visto la prima stagione di Gomorra e 5 minuti fa ho risposto alla cassiera che gentilmente mi aveva chiesto la tessera cosi:

Sul po tiemp ca m stai facenn perdr ij tavess sparà mocc...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329541292020408322',"'@Iperbole_ Io provo ribrezzo per l'ignoranza, soprattutto quando viene ignorata. Non si ha nemmeno il buon gusto di dire "" non so, mi sono sbagliata.. scusate""...'",'1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329542919838183428','@Giulia_B scusa ma il discorso non torna. quindi se non siamo “autorevoli” che succede? mi sembra l’ennesimo ragionamento fallace che perpetra i grandi classici del patriarcato per i quali noi siamo responsabili di come e perché il maschilismo ci reprime. #nonvabene','1329372324706070528',"'I beg to differ, le donne non sono tenute a risolvere un problema che non hanno creato se non nella misura in cui devono lavorare sul proprio pregiudizio di genere.
Il maschilismo dei maschi lo devono risolvere i maschi. https://t.co/hhENSkEQ6j'",-1,1,-1,1,-1,0,-1,mmm
'1329546688374116360','@Iperbole_ So come la Libia e il Libano https://t.co/vdSu92BLzW','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329546981807689740','@MadameA02 😁😁poi ruberai la scena  a Patrizia 😁','1329484594949787650',"'Ieri sera ho visto la prima stagione di Gomorra e 5 minuti fa ho risposto alla cassiera che gentilmente mi aveva chiesto la tessera cosi:

Sul po tiemp ca m stai facenn perdr ij tavess sparà mocc...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329548482965889029','@DebAttanasio Vabbè nell'espulsione dall'albo usavano metodi estremi 😡😡😡😡','1329371233939582980',"'Bruno Vespa dice che fino al '33 Mussolini ha fatto cose buone compreso l'Albo dei Giornalisti, al tempo professione rispettata. Ha dimenticato di citare i giornalisti Piero Gobetti e Giovanni Amendola, morti per le conseguenze delle botte prese dai suoi squadristi. #19novembre'",-1,-1,1,ND,ND,ND,ND,ND
'1329548810503262211','@airplaneoversea Anche io bby https://t.co/UZX0JisiME','1329535239128031232','Ti amo https://t.co/VO8MsTngC8',-1,-1,-1,ND,ND,ND,ND,ND
'1329549939265970177','@MadameA02 Azz...stava per scoppiare la terza guerra mondiale e non ce ne siamo accorti!','1329392734143131648',"'Ecco dove vorrei vederti.
Dietro le sbarre! https://t.co/tkKEtQv9C3'",-1,-1,-1,ND,ND,ND,ND,ND
'1329550294003421184','@catlatorre Verissimo','1329357142663565313',"'Il Presidente del Consiglio regionale della Calabria, #Tallini, ai domiciliari per 'ndrangheta. 

Calabria senza Presidente, senza Presidente del Consiglio regionale e senza Commissario alla Sanità.

Che tristezza per i tanti e le tante calabresi perbene...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329550618374119426',"'@EleonoraCamilli Yftalem Parigi, è di Firenze'",'1329550481916633091',"'Molto bravo il ragazzo che spiega le condizioni dei rider (ho perso il nome. Non capisco però perché l'intervista col borsone sulle spalle. Davvero. 

#piazzapulita'",-1,-1,-1,ND,ND,ND,ND,ND
'1329552000556670986',"'@EleonoraCamilli Lo diceva anche @danilo_chirico, avete ragione entrambi.'",'1329550481916633091',"'Molto bravo il ragazzo che spiega le condizioni dei rider (ho perso il nome. Non capisco però perché l'intervista col borsone sulle spalle. Davvero. 

#piazzapulita'",-1,-1,-1,ND,ND,ND,ND,ND
'1329552221965529096','@Iperbole_ E la Cecacchia dov'è?🙄','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329555350329192450','@Iperbole_ Ma state sempre a guardà il pelo nell'ovo 😂','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329555515953868801','@MadameA02 Aggio accattato nu regalo per Nensi (scusa da milanese non sono pratica ) 😂','1329484594949787650',"'Ieri sera ho visto la prima stagione di Gomorra e 5 minuti fa ho risposto alla cassiera che gentilmente mi aveva chiesto la tessera cosi:

Sul po tiemp ca m stai facenn perdr ij tavess sparà mocc...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329556202448097293',"'@DebAttanasio @ZeniaConfusa Vespa ha detto una fregnaccia, l'albo arrivò nel 1963 mentre nel '25 ci fu l'istituzione dell'ordine voluto dal criminale di Predappio quale corporazione in funzione dello stato corporativo.'",'1329371233939582980',"'Bruno Vespa dice che fino al '33 Mussolini ha fatto cose buone compreso l'Albo dei Giornalisti, al tempo professione rispettata. Ha dimenticato di citare i giornalisti Piero Gobetti e Giovanni Amendola, morti per le conseguenze delle botte prese dai suoi squadristi. #19novembre'",-1,-1,-1,ND,ND,ND,ND,ND
'1329558301504380928',"'@catlatorre Io non mi sento offesa, mi terrorizzano le persone che esprimono giudizi nonostante sia evidente che il loro processo evolutivo, intellettivo, sociale abbia avuto un intoppo.'",'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,1,1,-1,-1,2,-1,mxm
'1329559061784895488',"'@EleonoraCamilli Ricordo il cognome: Parigi.
Mi ha fatto arrabbiare che lo. si sia fatto sedere in quel modo scomodo su uno sgabello con spalliera solo perchè lo zaino da lavoro faceva scena! 
Perché non invitarlo a toglierlo per sedersi più comodo?'",'1329550481916633091',"'Molto bravo il ragazzo che spiega le condizioni dei rider (ho perso il nome. Non capisco però perché l'intervista col borsone sulle spalle. Davvero. 

#piazzapulita'",-1,-1,-1,ND,ND,ND,ND,ND
'1329560701128630273',"'@MadameA02 Ora fai una cosa, vai su YouTube e guarda “gli effetti di Gomorra sulla gente” dei The jackal. Poi ne riparliamo 😂'",'1329484594949787650',"'Ieri sera ho visto la prima stagione di Gomorra e 5 minuti fa ho risposto alla cassiera che gentilmente mi aveva chiesto la tessera cosi:

Sul po tiemp ca m stai facenn perdr ij tavess sparà mocc...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329561569844453376',"'@MadameA02 I confini, l’onore e la sicurezza.. avevamo uno degli avengers tra noi e non ce ne siamo accorti'",'1329392734143131648',"'Ecco dove vorrei vederti.
Dietro le sbarre! https://t.co/tkKEtQv9C3'",-1,-1,-1,ND,ND,ND,ND,ND
'1329563209364279300','@Iperbole_ Ma pure in televisione ci va'? 😐','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329566303988944897','@DebAttanasio E anche Giacomo Matteotti era giornalista','1329371233939582980',"'Bruno Vespa dice che fino al '33 Mussolini ha fatto cose buone compreso l'Albo dei Giornalisti, al tempo professione rispettata. Ha dimenticato di citare i giornalisti Piero Gobetti e Giovanni Amendola, morti per le conseguenze delle botte prese dai suoi squadristi. #19novembre'",-1,-1,1,ND,ND,ND,ND,ND
'1329567393920684032','@catlatorre Che squallore. Fatti del genere dovrebbero essere considerati reati.','1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329567426636369921','@TizianaFerrario Concordo !','1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329570127197712390',"'@Iperbole_ Slovacchia , Slovenia ... quanto siete fiscali , povera Meloni !!!'",'1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329573799679959040','@MadameA02 🤣🤣🤣🤣🤣🤣','1329484594949787650',"'Ieri sera ho visto la prima stagione di Gomorra e 5 minuti fa ho risposto alla cassiera che gentilmente mi aveva chiesto la tessera cosi:

Sul po tiemp ca m stai facenn perdr ij tavess sparà mocc...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329573847151079426',"'@airplaneoversea Vabbe’ ma che male c’è sicuramente è meglio di un uomo coi capelli lunghi che si veste da donna, quello è solo mettersi in mostra. Però io non lo voto perché sono un esperto musicale non perché sono omofobo mi sembra assurdo doverlo specificare😁'",'1329572934629920769',"'Sempre gli etero:
“Mi piace figa!!! Le puttane!!! Belle tette bel culo!! Ho già detto che mi piace la figa? Sk sk” https://t.co/TflbFzZMlW'",1,-1,-1,ND,ND,ND,ND,ND
'1329580563909533696',"'@TizianaFerrario Eh si. 
Che vergogna che la Santelli sia morta.'",'1329382525270188035',"'Come mai non sono stupita che in Calabria anche in Consiglio Regionale ci siano infiltrazioni mafiose? Spero che Tallini possa uscirne pulito,lo spero x i calabresi che sono senza presidente reg. senza una sanità efficiente,senza un commissario.Una vergogna https://t.co/INkccSYses'",-1,-1,-1,ND,ND,ND,ND,ND
'1329585458628726784','@catlatorre La domanda è: può un pericoloso cretino ricoprire il ruolo di professore universitario?','1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329587220202872833',"'@catlatorre Fonte: studio degli anni Cinquanta?
Sarebbe bello che le differenze di apparato riproduttivo diventassero presto percepite semplicemente come la differenza del colore degli occhi.'",'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329606422259183617','@Iperbole_ La solita ignorante approssimativa','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329628222720446464',"'@Iperbole_ Beh come Orefice e Carnefice....
Ora che mi ribolle, un sarà mia per quello che ci fan intender che il fascismo un esiste più?!? Che Lu l'ha fatte le cose buone .. sta a vedé che alla fine è na bischerata sto puzzo sul fascismo. Oh!'",'1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329632102237708288',"'@Iperbole_ Beh da una diplomata in lingue equiparabile alla terza media degli anni settanta, che t’aspetti ?'",'1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329648913868058627','@TizianaFerrario Ancora una volta interessi personali. Stavolta si chiamano Vivandi ..... non è un bel panorama.','1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329654431240101895','@Iperbole_ Poveretta !','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329656030507241473','@EleonoraCamilli Il motivo è lo stesso pe cui un fotografo ieri ha aspettato due ore ad un hot spot covid per potere fotografare una piastrina tampone rapido con esito positivo. Badare al contenuto è fuori dal tempo. Meglio la nota di colore.','1329550481916633091',"'Molto bravo il ragazzo che spiega le condizioni dei rider (ho perso il nome. Non capisco però perché l'intervista col borsone sulle spalle. Davvero. 

#piazzapulita'",-1,-1,-1,ND,ND,ND,ND,ND
'1329664858753740800','@MadameA02 🤦🏻‍♀️','1329484594949787650',"'Ieri sera ho visto la prima stagione di Gomorra e 5 minuti fa ho risposto alla cassiera che gentilmente mi aveva chiesto la tessera cosi:

Sul po tiemp ca m stai facenn perdr ij tavess sparà mocc...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329670892226572288','@MadameA02 Stessa cosa fon Romanzo Criminale L tutti a parlare romanaccio','1329484594949787650',"'Ieri sera ho visto la prima stagione di Gomorra e 5 minuti fa ho risposto alla cassiera che gentilmente mi aveva chiesto la tessera cosi:

Sul po tiemp ca m stai facenn perdr ij tavess sparà mocc...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329673293708873728',"'@catlatorre Mi sento offeso, da lui e da quelli simili a lui, perché affermazioni o (ancor peggio) atteggiamenti simili mi fanno #VERGOGNARE di essere di sesso #maschile ...
😢'",'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329677604438282240','@Iperbole_ Con questa rischieremmo anche di spezzare le reni a quelli sbagliati.','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329678027614269440','@Iperbole_ Ci sono quelli che hanno fatto la storia 🤪 e quelli che ancora non hanno fatto la geografia....','1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",-1,-1,-1,ND,ND,ND,ND,ND
'1329678405554622465','@catlatorre Le donne sono troppo sensibili... e poi un uomo uccide la sua compagna e lo giustificano con “la tempesta emotiva”. Bah.','1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,-1,1,ND,ND,ND,ND,ND
'1329680933839114240','@catlatorre In una democrazia imperfetta anche i trogloditi arrivano all'insegnamento universitario.','1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,1,1,-1,-1,4,-1,mmx
'1329694337622544384','@DebAttanasio @SardegnaG Amendola a soli 46 anni!','1329371233939582980',"'Bruno Vespa dice che fino al '33 Mussolini ha fatto cose buone compreso l'Albo dei Giornalisti, al tempo professione rispettata. Ha dimenticato di citare i giornalisti Piero Gobetti e Giovanni Amendola, morti per le conseguenze delle botte prese dai suoi squadristi. #19novembre'",-1,-1,-1,ND,ND,ND,ND,ND
'1329701352474337280',"'@catlatorre È un cane che si morde la coda.
La gente subisce e contemporaneamente approfitta della malagestione della cosa pubblica. Più la situazione è corrotta e malfunzionante, più l'aggancio con la ""persona giusta"" è fondamentale. E sei quasi obbligato a chinare la testa per i diritti.'",'1329357142663565313',"'Il Presidente del Consiglio regionale della Calabria, #Tallini, ai domiciliari per 'ndrangheta. 

Calabria senza Presidente, senza Presidente del Consiglio regionale e senza Commissario alla Sanità.

Che tristezza per i tanti e le tante calabresi perbene...'",-1,-1,-1,ND,ND,ND,ND,ND
'1329732808261193729','@airplaneoversea stop hair shaming!','1329732730716901377','Se quella scemina di Miley si fosse tenuta i capelli della Mother's Daughter era il video sarebbe stato perfetto',-1,-1,-1,ND,ND,ND,ND,ND
